File Name,Flutype,Result,RC,Message,Include Proof,Mobile out
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20191204_235017.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20191204_235027.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20191204_235029.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20191204_235035.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20191204_235039.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20191204_235047.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20191204_235049.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200107_183825.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200107_183827.jpg,Btype,FAIL,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130305.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130306.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130307.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130309.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130311.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130312.jpg,Btype,FAIL,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130313.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130316.jpg,Btype,FAIL,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130317.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength2\IMG_20200108_130319.jpg,Btype,FAIL,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234057.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234058.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234106.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234115.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234122.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234124.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234131.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234132.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234226.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20191204_234233.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200107_201439.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200107_201453.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130622.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130624.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130625.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130627.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130628.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130629.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130631.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130633.jpg,Btype,FAIL,-1,No_control_line,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130634.jpg,Btype,FAIL,-1,No_control_line,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength3\IMG_20200108_130635.jpg,Btype,FAIL,-1,No_control_line,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232837.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232841.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232853.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232855.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232858.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232903.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232917.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232919.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232930.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232932.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232951.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_232959.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_233004.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20191204_233006.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200107_201516.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200107_201519.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130839.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130841.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130843.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130844.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130845.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130848.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130855.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130856.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130857.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength4\IMG_20200108_130907.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200107_201530.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200107_201532.jpg,Btype,PASS,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131134.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131137.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131138.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131139.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131141.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131142.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131143.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131144.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131145.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength5\IMG_20200108_131148.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200107_184018.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200107_201541.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200107_201549.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131312.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131313.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131315.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131315_1.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131317.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131319.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131320.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131321.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131322.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength6\IMG_20200108_131327.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200107_184030.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200107_184034.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131426.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131429.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131430.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131431.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131432.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131434.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131435.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131436.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131437.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\FluB\Strength7\IMG_20200108_131440.jpg,Btype,PASS,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00001IMG_00001_BURST20200115125534.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00001IMG_00001_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00002IMG_00002_BURST20191211083742.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00002IMG_00002_BURST20200115125534.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00002IMG_00002_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00003IMG_00003_BURST20200115125534.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00003IMG_00003_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00004IMG_00004_BURST20200115125534.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00004IMG_00004_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00005IMG_00005_BURST20200115125534.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00005IMG_00005_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00006IMG_00006_BURST20200115125534.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00006IMG_00006_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00007IMG_00007_BURST20200115125534.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00007IMG_00007_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00008IMG_00008_BURST20200115125534.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00008IMG_00008_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00009IMG_00009_BURST20191211083758.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\00009IMG_00009_BURST20200115125537.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083227.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083308.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083616.jpg,Negative,FAIL,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083619.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083624.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083627.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083630.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083637.jpg,Negative,FAIL,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083642.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083644.jpg,Negative,FAIL,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083647.jpg,Negative,FAIL,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083657.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083659.jpg,Negative,FAIL,-1,No_control_line,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083715.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083717.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083731.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083733.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083735.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083737.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083739.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083743.jpg,Negative,FAIL,1,Atype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083744.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083749.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083751.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083756.jpg,Negative,FAIL,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083757.jpg,Negative,FAIL,2,Btype,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083801.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083803.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083812.jpg,Negative,FAIL,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083814.jpg,Negative,PASS,0,Negative,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083816.jpg,Negative,FAIL,1,Atype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083818.jpg,Negative,FAIL,2,Btype,TRUE,Outside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083819.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20191211_083820.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173104.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173105.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173106.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173108.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173110.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173116.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173118.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173122.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173124.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173125.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
C:\Users\Kashyap\bkp\source\repos\audere\RDT_Test_Images\Negative\IMG_20200107_173127.jpg,Negative,PASS,0,Negative,TRUE,Inside Specs
